id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W4322767187,The enormous repetitive Antarctic krill genome reveals environmental adaptations and population insights,2023,tier2,STRUCTURE,,,Ecological / Environmental Variables|Whole Genome Sequence,,Not Specified|Single Location,Marine|Polar,Empirical Study|Resource / Dataset Paper,Population Structure Analysis|Adaptation Inference|Demographic History Inference,,STRUCTURE,,Whole Genome Sequence|Ecological / Environmental Variables,Multiple Locations,Marine|Polar,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4390608966,phytools 2.0: an updated R ecosystem for phylogenetic comparative methods (and other things),2024,tier2,,,,Occurrence / Distribution Records,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Protocol / Technical Note,Trait Evolution / Ancestral State Reconstruction|Phylogenetic Comparative Methods|Biogeography,Phylogenetic Comparative Methods,,,Occurrence / Distribution Records,Not Specified,Not Specified,Method / Model Paper|Protocol / Technical Note
https://openalex.org/W3036843213,VolcanoFinder: Genomic scans for adaptive introgression,2020,tier1,,,Maximum Likelihood|Coalescent-based Model|Simulation-based Inference,Occurrence / Distribution Records,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Gene Flow / Introgression Analysis|Selection / Positive Selection Detection,Coalescent-based Model|Simulation-based Inference|Maximum Likelihood,,,,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3194408081,"Genomic structural variants constrain and facilitate adaptation in natural populations of <i>Theobroma cacao</i> , the chocolate tree",2021,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Adaptation Inference|Selection / Positive Selection Detection,,,Plants,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3122540149,Polyploidy: an evolutionary and ecological force in stressful times,2020,tier1,,,,Ecological / Environmental Variables|Whole Genome Sequence,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Macroevolutionary Pattern Analysis|Eco-evolutionary Dynamics,,,Plants,Ecological / Environmental Variables|Whole Genome Sequence,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3028688800,"Ancient genomes from present-day France unveil 7,000 years of its demographic history",2020,tier2,ADMIXTURE,,,SNP Genotype Data|mtDNA,,Multiple Locations,Terrestrial,Empirical Study|Resource / Dataset Paper,Demographic History Inference|Gene Flow / Introgression Analysis|Population Structure Analysis,,ADMIXTURE,,SNP Genotype Data|mtDNA,Multiple Locations,Terrestrial,Empirical Study
https://openalex.org/W2999733722,The evolution of mechanisms involved in vertebrate endothermy,2020,tier1,,,,SNP Genotype Data,Aves|Mammalia|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Trait Evolution / Ancestral State Reconstruction|Evolutionary Theory / Conceptual Analysis,,,Vertebrates|Mammalia|Aves,SNP Genotype Data,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3215308585,"Covid-19: Omicron may be more transmissible than other variants and partly resistant to existing vaccines, scientists fear",2021,tier2,,,Maximum Likelihood,Behavioral Data,,Not Specified|Single Location,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis|Demographic History Inference,Maximum Likelihood,,,Behavioral Data,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3124204293,"Phenotypic and molecular evolution across 10,000 generations in laboratory budding yeast populations",2021,tier1,,,,Ecological / Environmental Variables,Model Organisms|Yeast,Multiple Locations,Not Specified,Empirical Study,Adaptation Inference|Experimental Evolution Data|Phylogeny Inference,,,Yeast|Model Organisms,Ecological / Environmental Variables,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3094651023,What Do We Really Know About Adaptation at Range Edges?,2020,tier2,,,,Occurrence / Distribution Records,,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Gene Flow / Introgression Analysis,,,,Occurrence / Distribution Records,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3043532768,Double-edged sword: The evolutionary consequences of the epigenetic silencing of transposable elements,2020,tier2,,,,Whole Genome Sequence,Insects|Mammalia|Plants,Multiple Locations,Not Specified,Empirical Study|Review / Survey,Evolutionary Theory / Conceptual Analysis|Gene Flow / Introgression Analysis|Adaptation Inference,,,Mammalia|Insects|Plants,Whole Genome Sequence,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4310046323,Feather function and the evolution of birds,2022,tier1,,,,SNP Genotype Data,Aves,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Trait Evolution / Ancestral State Reconstruction|Adaptation Inference|Macroevolutionary Pattern Analysis,,,Aves,SNP Genotype Data,Not Specified,Marine,Review / Survey|Empirical Study
https://openalex.org/W3158780063,Locally Adaptive Inversions Modulate Genetic Variation at Different Geographic Scales in a Seaweed Fly,2021,tier1,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,Multiple Locations,Marine|Terrestrial,Empirical Study|Resource / Dataset Paper,Adaptation Inference|Gene Flow / Introgression Analysis|Population Structure Analysis,,,,Ecological / Environmental Variables|Whole Genome Sequence,Multiple Locations,Marine|Terrestrial,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3205442753,The genomic ecosystem of transposable elements in maize,2021,tier2,STRUCTURE,,,Ecological / Environmental Variables|Transcriptome (RNA-seq)|Whole Genome Sequence,Angiosperms|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,STRUCTURE,Plants|Angiosperms,Whole Genome Sequence|Transcriptome (RNA-seq)|Ecological / Environmental Variables,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper|Method / Model Paper
https://openalex.org/W3000361107,"A comparison of pedigree, genetic and genomic estimates of relatedness for informing pairing decisions in two critically endangered birds: Implications for conservation breeding programmes worldwide",2020,tier2,,,,SNP Genotype Data|Whole Genome Sequence,Aves,Global / Public Database Scale,Not Specified,Empirical Study,,,,Aves,SNP Genotype Data|Whole Genome Sequence,Global / Public Database Scale,Not Specified,Empirical Study
https://openalex.org/W3041742174,Genomic architectural variation of plant mitochondria—A review of multichromosomal structuring,2020,tier2,STRUCTURE,,,Occurrence / Distribution Records|mtDNA,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Phylogeny Inference|Macroevolutionary Pattern Analysis|Population Structure Analysis,,,Plants,mtDNA,Not Specified|Single Location,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3216873694,Defining and quantifying the core microbiome: Challenges and prospects,2021,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Eco-evolutionary Dynamics|Evolutionary Theory / Conceptual Analysis,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3044161677,Phylogeny and Evolution of the Brown Algae,2020,tier2,,,,Nuclear Gene Sequences,,Multiple Locations,Marine|Polar|Temperate|Tropical,Empirical Study|Method / Model Paper|Resource / Dataset Paper|Review / Survey,Phylogeny Inference|Biogeography|Divergence Time Estimation,,,,Nuclear Gene Sequences,Multiple Locations,Marine|Temperate|Tropical,Review / Survey|Empirical Study
https://openalex.org/W3047286145,Mapping gene flow between ancient hominins through demography-aware inference of the ancestral recombination graph,2020,tier1,,,Bayesian Inference,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Gene Flow / Introgression Analysis|Demographic History Inference,Bayesian Inference,,,,,,Method / Model Paper
https://openalex.org/W3132644980,The inflated significance of neutral genetic diversity in conservation genetics,2021,tier2,,,,Ecological / Environmental Variables|Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis,,,,Ecological / Environmental Variables|Whole Genome Sequence,,,Empirical Study
https://openalex.org/W3028058903,Evolutionary history and past climate change shape the distribution of genetic diversity in terrestrial mammals,2020,tier1,,,,Ecological / Environmental Variables,Mammalia,Not Specified|Single Location,Freshwater|Terrestrial,Empirical Study|Method / Model Paper,Macroevolutionary Pattern Analysis|Phylogenetic Comparative Methods,,,Mammalia,Ecological / Environmental Variables,,,Empirical Study
https://openalex.org/W3103754182,Stability of SARS-CoV-2 phylogenies,2020,tier2,STRUCTURE,,,SNP Genotype Data,,Not Specified|Single Location,Marine,Empirical Study|Protocol / Technical Note,Phylogeny Inference|Gene Flow / Introgression Analysis,,STRUCTURE,,Whole Genome Sequence|SNP Genotype Data,Global / Public Database Scale|Not Specified,Not Specified,Empirical Study|Protocol / Technical Note
https://openalex.org/W4213358058,Polyploid phylogenetics,2021,tier1,,,Network Phylogenetics,,Plants,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Phylogeny Inference|Macroevolutionary Pattern Analysis,Network Phylogenetics,,Plants,,Not Specified,Not Specified,Review / Survey|Method / Model Paper
https://openalex.org/W3042072141,Dense sampling of bird diversity increases power of comparative genomics,2020,tier2,,,,Whole Genome Sequence,Aves,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note|Resource / Dataset Paper,Phylogeny Inference|Selection / Positive Selection Detection,,,Aves,Whole Genome Sequence|Nuclear Gene Sequences,Not Specified,Not Specified,Resource / Dataset Paper|Empirical Study|Protocol / Technical Note
https://openalex.org/W3005785227,Disentangling the impact of environmental and phylogenetic constraints on prokaryotic within-species diversity,2020,tier1,,,,Ecological / Environmental Variables,,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Eco-evolutionary Dynamics|Phylogenetic Comparative Methods,,,,Ecological / Environmental Variables|Whole Genome Sequence,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4306252584,Revisionary systematics of Octocorallia (Cnidaria: Anthozoa) guided by phylogenomics,2022,tier2,,,,Nuclear Gene Sequences|mtDNA,,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Taxon|Phylogenetic Comparative Methods,,,,Nuclear Gene Sequences|mtDNA,Not Specified,Marine,Empirical Study
https://openalex.org/W3011864366,The honeysuckle genome provides insight into the molecular mechanism of carotenoid metabolism underlying dynamic flower coloration,2020,tier2,,,,Transcriptome (RNA-seq)|Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Trait Evolution / Ancestral State Reconstruction|Phylogeny Inference,,,,Transcriptome (RNA-seq)|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3179423943,Ongoing global and regional adaptive evolution of SARS-CoV-2,2021,tier1,,,,,,Multiple Locations,Not Specified,Empirical Study,Selection / Positive Selection Detection|Adaptation Inference|Gene Flow / Introgression Analysis,,,,Whole Genome Sequence,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4308266113,"Ecological and functional roles of bacteriophages in contrasting environments: marine, terrestrial and human gut",2022,tier2,,,,Occurrence / Distribution Records,,Not Specified|Single Location,Marine|Terrestrial,Empirical Study,Eco-evolutionary Dynamics|Evolutionary Theory / Conceptual Analysis,,,,Occurrence / Distribution Records,Not Specified,Marine|Terrestrial,Empirical Study
https://openalex.org/W3182508478,Genomic diversity and ecology of human-associated Akkermansia species in the gut microbiome revealed by extensive metagenomic assembly,2021,tier1,,,,Nuclear Gene Sequences|Whole Genome Sequence,Mammalia,Not Specified|Single Location,Not Specified,Empirical Study,Population Structure Analysis|Gene Flow / Introgression Analysis|Phylogeny Inference,,,Mammalia,Nuclear Gene Sequences|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3005408857,CUBIC: an atlas of genetic architecture promises directed maize improvement,2020,tier2,,,,SNP Genotype Data,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Adaptation Inference,,,Plants|Angiosperms,SNP Genotype Data,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3006367816,The global spread of 2019-nCoV: a molecular evolutionary analysis,2020,tier1,,,Bayesian Inference,Whole Genome Sequence,Mammalia,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Biogeography|Demographic History Inference,Bayesian Inference,,Mammalia,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3032815243,An empirical comparison of population genetic analyses using microsatellite and SNP data for a species of conservation concern,2020,tier1,STRUCTURE,,,SNP Genotype Data,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Population Structure Analysis|Gene Flow / Introgression Analysis|Adaptation Inference,,STRUCTURE,Aves,SNP Genotype Data,Not Specified,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper
https://openalex.org/W3073875730,Adaptation and coordinated evolution of plant hydraulic traits,2020,tier2,,,,Ecological / Environmental Variables,Plants,Global / Public Database Scale,Not Specified,Empirical Study|Resource / Dataset Paper,Trait Evolution / Ancestral State Reconstruction|Phylogenetic Comparative Methods|Adaptation Inference|Macroevolutionary Pattern Analysis,,,Plants,Ecological / Environmental Variables,Global / Public Database Scale,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3156624423,Conserved genetic signatures parcellate cardinal spinal neuron classes into local and projection subsets,2021,tier2,,,,,Model Organisms|Mouse,Not Specified|Single Location,Not Specified,Empirical Study,,,,Mouse,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3182837943,"An ancestral recombination graph of human, Neanderthal, and Denisovan genomes",2021,tier1,ADMIXTURE,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Demographic History Inference,,ADMIXTURE,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3007397157,Synteny-based analyses indicate that sequence divergence is not the main source of orphan genes,2020,tier2,,,,,Model Organisms|Yeast,Not Specified|Single Location,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Evolutionary Theory / Conceptual Analysis|Phylogeny Inference,,,Yeast|Model Organisms,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3161708162,Genomic basis of parallel adaptation varies with divergence in <i>Arabidopsis</i> and its relatives,2021,tier1,,,,Whole Genome Sequence,Arabidopsis|Model Organisms,Not Specified|Single Location,High-altitude,Empirical Study|Resource / Dataset Paper,Adaptation Inference|Gene Flow / Introgression Analysis|Selection / Positive Selection Detection,,,Arabidopsis|Model Organisms,Whole Genome Sequence,Not Specified,High-altitude|Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4308616062,OrthoDB v11: annotation of orthologs in the widest sampling of organismal diversity,2022,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Evolutionary Theory / Conceptual Analysis|Gene Flow / Introgression Analysis,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3110696950,Phylogenetic Analysis of SARS-CoV-2 Data Is Difficult,2020,tier1,,,,,Mammalia,Not Specified|Single Location,Freshwater,Empirical Study|Review / Survey,Phylogeny Inference,,,Mammalia,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4226000574,Nanopore adaptive sampling: a tool for enrichment of low abundance species in metagenomic samples,2022,tier2,,,,Occurrence / Distribution Records,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,,,,,Occurrence / Distribution Records,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W4389670704,Evolution of neuronal cell classes and types in the vertebrate retina,2023,tier2,,,,Transcriptome (RNA-seq),Aves|Mammalia|Model Organisms|Mouse|Reptilia|Teleost Fish|Vertebrates,Multiple Locations,Polar,Empirical Study|Resource / Dataset Paper,Phylogenetic Comparative Methods|Trait Evolution / Ancestral State Reconstruction,,,Vertebrates|Mammalia|Aves|Reptilia|Teleost Fish,Transcriptome (RNA-seq),Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3089213722,"Genes and environments, development and time",2020,tier2,,,,Behavioral Data|Ecological / Environmental Variables|Transcriptome (RNA-seq),,Multiple Locations,Not Specified,Empirical Study,Eco-evolutionary Dynamics,,,,Behavioral Data|Ecological / Environmental Variables,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3039234910,Bayesian Evaluation of Temporal Signal in Measurably Evolving Populations,2020,tier2,,,Bayesian Inference,Behavioral Data|Occurrence / Distribution Records|mtDNA,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Divergence Time Estimation,Bayesian Inference,,,mtDNA,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3169130294,"&lt;p class=""ZootaxaTitle""&gt;New concepts and methods for phylogenetic taxonomy and nomenclature in zoology, exemplified by a new ranked cladonomy of recent amphibians (Lissamphibia)",2021,tier2,STRUCTURE,,,Occurrence / Distribution Records,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Protocol / Technical Note,Phylogeny Inference,,STRUCTURE,Amphibia,Nuclear Gene Sequences,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W4386369120,"Global Brassicaceae phylogeny based on filtering of 1,000-gene dataset",2023,tier2,,,,,Arabidopsis|Model Organisms|Plants,Global / Public Database Scale,Marine,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation|Phylogenetic Comparative Methods,Maximum Likelihood|Bayesian Inference,,Arabidopsis|Plants|Angiosperms|Model Organisms,Nuclear Gene Sequences|Whole Genome Sequence,Global / Public Database Scale,Marine,Empirical Study|Resource / Dataset Paper|Method / Model Paper
https://openalex.org/W3196442233,Mining museums for historical DNA: advances and challenges in museomics,2021,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Demographic History Inference,,,,,Not Specified|Single Location,Marine,Empirical Study
https://openalex.org/W3138297312,A Roadmap for Genome-Based Phage Taxonomy,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis,,,,Whole Genome Sequence,Not Specified|Single Location,Not Specified,Empirical Study
https://openalex.org/W3093352013,Parallel ddRAD and Genome Skimming Analyses Reveal a Radiative and Reticulate Evolutionary History of the Temperate Bamboos,2020,tier1,,,Network Phylogenetics,Fossil Record,Plants,Not Specified|Single Location,Temperate,Empirical Study|Protocol / Technical Note,Phylogeny Inference|Species Delimitation|Biogeography,Network Phylogenetics|Maximum Likelihood,,Plants|Angiosperms,Reduced Representation (RADseq / GBS)|Whole Genome Sequence|Nuclear Gene Sequences,Not Specified|Single Location,Temperate,Empirical Study|Protocol / Technical Note
https://openalex.org/W3017216879,Parallelism in eco-morphology and gene expression despite variable evolutionary and genomic backgrounds in a Holarctic fish,2020,tier1,,,,Behavioral Data|Ecological / Environmental Variables|SNP Genotype Data|Transcriptome (RNA-seq),Teleost Fish,Multiple Locations,Polar,Empirical Study,Adaptation Inference|Eco-evolutionary Dynamics|Gene Flow / Introgression Analysis,,,Teleost Fish,Behavioral Data|Ecological / Environmental Variables|SNP Genotype Data|Transcriptome (RNA-seq),Multiple Locations,Polar|Temperate,Empirical Study
https://openalex.org/W4388534600,How chromosomal inversions reorient the evolutionary process,2023,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3108429045,Model and Non-model Insects in Chronobiology,2020,tier2,STRUCTURE,,,Behavioral Data,Drosophila|Insects|Model Organisms,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics|Evolutionary Theory / Conceptual Analysis,,STRUCTURE,Drosophila|Insects|Model Organisms,Behavioral Data,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3194572293,Acute SARS-CoV-2 infections harbor limited within-host diversity and transmit via tight transmission bottlenecks,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Demographic History Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3107762183,Primate phylogenomics uncovers multiple rapid radiations and ancient interspecific introgression,2020,tier1,,,,Fossil Record|Whole Genome Sequence,Mammalia,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Gene Flow / Introgression Analysis|Divergence Time Estimation,,,Mammalia,Whole Genome Sequence|Fossil Record,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3083031381,A Darwinian Laboratory of Multiple Contact Zones,2020,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Gene Flow / Introgression Analysis|Adaptation Inference|Species Delimitation,,,,,Not Specified|Single Location,Marine,Review / Survey|Empirical Study
https://openalex.org/W3099124058,Genome Variation Map: a worldwide collection of genome variations across multiple species,2020,tier2,,,,Occurrence / Distribution Records|SNP Genotype Data,Plants,Global / Public Database Scale,Marine,Empirical Study|Resource / Dataset Paper,,,,Plants,SNP Genotype Data|Occurrence / Distribution Records,Global / Public Database Scale,Marine,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3016299625,The Genomics of Human Local Adaptation,2020,tier1,,,,Ecological / Environmental Variables,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Adaptation Inference|Selection / Positive Selection Detection,,,,Ecological / Environmental Variables,Not Specified|Single Location,Marine,Review / Survey|Empirical Study
https://openalex.org/W3007324177,The Role of Conformational Dynamics and Allostery in Modulating Protein Evolution,2020,tier1,,,,Ecological / Environmental Variables,,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3146423745,Homopolish: a method for the removal of systematic errors in nanopore sequencing by homologous polishing,2021,tier2,,,,Transcriptome (RNA-seq),,Not Specified|Single Location,Freshwater,Empirical Study|Method / Model Paper|Resource / Dataset Paper,,,,Fungi,Transcriptome (RNA-seq),Not Specified,Freshwater,Method / Model Paper|Empirical Study|Resource / Dataset Paper
https://openalex.org/W3201343058,Ancient genomics reveals tripartite origins of Japanese populations,2021,tier2,,,,,,Not Specified,Not Specified,Empirical Study,Demographic History Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3162057263,A new classification of Cyperaceae (Poales) supported by phylogenomic data,2021,tier2,,,,Occurrence / Distribution Records|Transcriptome (RNA-seq),,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction|Species Delimitation,,,Plants|Angiosperms,Nuclear Gene Sequences|Occurrence / Distribution Records,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3183741867,Spatiotemporal invasion dynamics of SARS-CoV-2 lineage B.1.1.7 emergence,2021,tier2,,,,Behavioral Data,,Not Specified|Single Location,Not Specified,Empirical Study,Demographic History Inference,,,,Behavioral Data,Single Location|Not Specified,Not Specified,Empirical Study
https://openalex.org/W3034934451,Beyond DNA barcoding: The unrealized potential of genome skim data in sample identification,2020,tier2,,,,Transcriptome (RNA-seq)|mtDNA,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Species Delimitation|Phylogeny Inference,,,Invertebrates,mtDNA|Transcriptome (RNA-seq)|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3022396962,Effects of the COVID-19 pandemic on life scientists,2020,tier2,,,,,,Global / Public Database Scale,Terrestrial,Empirical Study,Evolutionary Theory / Conceptual Analysis,,,,,Global / Public Database Scale,Terrestrial,Empirical Study
https://openalex.org/W3080967255,Ancient Jomon genome sequence analysis sheds light on migration patterns of early East Asian populations,2020,tier1,,,,Whole Genome Sequence,,Not Specified|Single Location,Island|Marine,Empirical Study,Demographic History Inference|Phylogeny Inference|Biogeography,,,,Whole Genome Sequence,Single Location|Not Specified,Island|Marine,Empirical Study
https://openalex.org/W3031411888,Emergence of SARS-CoV-2 through recombination and strong purifying selection,2020,tier2,,,dN/dS Analysis,,,Not Specified,Not Specified,Empirical Study,Selection / Positive Selection Detection|Gene Flow / Introgression Analysis,dN/dS Analysis,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3184440907,"Reconstruction of proto-vertebrate, proto-cyclostome and proto-gnathostome genomes provides new insights into early vertebrate evolution",2021,tier1,STRUCTURE,,,,Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation|Macroevolutionary Pattern Analysis,,STRUCTURE,Vertebrates,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3097452331,A complex phenotype in salmon controlled by a simple change in migratory timing,2020,tier2,,,,Ecological / Environmental Variables,Teleost Fish,Multiple Locations,Not Specified,Empirical Study,Adaptation Inference|Population Structure Analysis,,,Teleost Fish,Ecological / Environmental Variables,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4378976294,A global catalog of whole-genome diversity from 233 primate species,2023,tier1,,,,Behavioral Data|Ecological / Environmental Variables|Fossil Record|Occurrence / Distribution Records|Whole Genome Sequence,Mammalia,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation|Population Structure Analysis|Macroevolutionary Pattern Analysis,,,Mammalia,Whole Genome Sequence|Behavioral Data|Ecological / Environmental Variables|Fossil Record,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3121486804,Alternative splicing landscapes in Arabidopsis thaliana across tissues and stress conditions highlight major functional differences with animals,2021,tier1,,,,Ecological / Environmental Variables|Nuclear Gene Sequences|Transcriptome (RNA-seq),Arabidopsis|Model Organisms|Plants,Multiple Locations,Terrestrial,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Eco-evolutionary Dynamics|Adaptation Inference|Gene Expression Analysis,,,Arabidopsis|Plants|Arabidopsis,Transcriptome (RNA-seq)|Nuclear Gene Sequences|Ecological / Environmental Variables,Multiple Locations,Terrestrial,Resource / Dataset Paper|Empirical Study|Method / Model Paper
https://openalex.org/W659378956,Population Genetics and Microevolutionary Theory,2021,tier1,STRUCTURE,,,Behavioral Data|SNP Genotype Data,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Demographic History Inference|Population Structure Analysis|Evolutionary Theory / Conceptual Analysis,,STRUCTURE,,SNP Genotype Data|Behavioral Data,Not Specified,Not Specified,Review / Survey|Method / Model Paper|Empirical Study
https://openalex.org/W3008479721,Predicting the Landscape of Recombination Using Deep Learning,2020,tier1,,,,SNP Genotype Data|Whole Genome Sequence,Drosophila|Model Organisms,Multiple Locations,Terrestrial,Empirical Study|Method / Model Paper,Demographic History Inference|Gene Flow / Introgression Analysis|Phylogeny Inference,,,Drosophila|Model Organisms,SNP Genotype Data|Whole Genome Sequence,Multiple Locations,Terrestrial,Method / Model Paper|Empirical Study
https://openalex.org/W3139367551,The genic view of hybridization in the Anthropocene,2021,tier2,,,Maximum Likelihood,Ecological / Environmental Variables,,Multiple Locations,Terrestrial,Empirical Study|Review / Survey,Gene Flow / Introgression Analysis|Evolutionary Theory / Conceptual Analysis,Maximum Likelihood,,,Ecological / Environmental Variables|SNP Genotype Data,Multiple Locations|Global / Public Database Scale,Terrestrial|Not Specified,Review / Survey|Empirical Study
